Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
LOVECRAFT COUNTRY,Matt Ruff,Harper Perennial,62292072,9.78006E+12,Trade Fiction Paperback,10/25/2020,7
THE MIDWIFE MURDERS,James Patterson and Richard DiLallo,Grand Central,1538718871,9.78154E+12,Trade Fiction Paperback,10/25/2020,9
IN A HOLIDAZE,Christina Lauren,Gallery,198212394X,9.78198E+12,Trade Fiction Paperback,10/25/2020,1
HOMEGOING,Yaa Gyasi,Vintage,1101971061,9.7811E+12,Trade Fiction Paperback,10/25/2020,10
WHAT HAPPENS IN PARADISE,Elin Hilderbrand,Back Bay,316435546,9.78032E+12,Trade Fiction Paperback,10/25/2020,4
THE BOOK WOMAN OF TROUBLESOME CREEK,Kim Michele Richardson,Sourcebooks Landmark,1492671525,9.78149E+12,Trade Fiction Paperback,10/25/2020,14
WHITE FRAGILITY,Robin DiAngelo,Beacon,807047414,9.78081E+12,Paperback Nonfiction,10/25/2020,110
MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,Simon & Schuster,1501145258,9.7815E+12,Paperback Nonfiction,10/25/2020,12
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,143127748,9.78014E+12,Paperback Nonfiction,10/25/2020,103
SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,Seal,1580058825,9.78158E+12,Paperback Nonfiction,10/25/2020,21
JUST MERCY,Bryan Stevenson,One World,081298496X,9.78081E+12,Paperback Nonfiction,10/25/2020,226
STAMPED FROM THE BEGINNING,Ibram X Kendi,Bold Type,1568585985,9.78157E+12,Paperback Nonfiction,10/25/2020,21
THE TRUTHS WE HOLD,Kamala Harris,Penguin,525560734,9.78053E+12,Paperback Nonfiction,10/25/2020,5
THE COLOR OF LAW,Richard Rothstein,Liveright,1631494538,9.78163E+12,Paperback Nonfiction,10/25/2020,24
THE WARMTH OF OTHER SUNS,Isabel Wilkerson,Vintage,679763880,9.78068E+12,Paperback Nonfiction,10/25/2020,41
BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,1571313567,9.78157E+12,Paperback Nonfiction,10/25/2020,26
THE NEW JIM CROW,Michelle Alexander,New Press,1620971933,9.78162E+12,Paperback Nonfiction,10/25/2020,207
BORN A CRIME,Trevor Noah,One World,399588191,9.7804E+12,Paperback Nonfiction,10/25/2020,87
ON TYRANNY,Timothy Snyder,Tim Duggan,804190119,9.7808E+12,Paperback Nonfiction,10/25/2020,77
SAPIENS,Yuval Noah Harari,Harper Perennial,62316117,9.78006E+12,Paperback Nonfiction,10/25/2020,114
MY GRANDMOTHER'S HANDS,Resmaa Menakem,Central Recovery,1942094477,9.78194E+12,Paperback Nonfiction,10/25/2020,11
MODERN COMFORT FOOD,Ina Garten,Clarkson Potter,804187061,9.7808E+12,Advice How-To and Miscellaneous,10/25/2020,1
THE HAPPY IN A HURRY COOKBOOK,Steve and Kathy Doocy,Morrow,62968394,9.78006E+12,Advice How-To and Miscellaneous,10/25/2020,2
DIDN'T SEE THAT COMING,Rachel Hollis,Dey St.,63010526,9.78006E+12,Advice How-To and Miscellaneous,10/25/2020,2
SOLUTIONS AND OTHER PROBLEMS,Allie Brosh,Gallery,1982156945,9.78198E+12,Advice How-To and Miscellaneous,10/25/2020,3
THE HOME EDIT,Clea Shearer and Joanna Teplin,Clarkson Potter,525572643,9.78053E+12,Advice How-To and Miscellaneous,10/25/2020,6
THINK LIKE A MONK,Jay Shetty,Simon & Schuster,1982134488,9.78198E+12,Advice How-To and Miscellaneous,10/25/2020,5
TRUE COMFORT,Kristin Cavallari,Rodale,198482628X,9.78198E+12,Advice How-To and Miscellaneous,10/25/2020,2
JACQUES PÉPIN QUICK & SIMPLE,Jacques Pépin,Houghton Mifflin Harcourt,035835255X,9.78036E+12,Advice How-To and Miscellaneous,10/25/2020,1
ATOMIC HABITS,James Clear,Avery,735211299,9.78074E+12,Advice How-To and Miscellaneous,10/25/2020,47
"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,62976583,9.78006E+12,Advice How-To and Miscellaneous,10/25/2020,47
THE OFFICE: A DAY AT DUNDER MIFFLIN ELEMENTARY,Robb Pearlman,"Little, Brown",316428388,9.78032E+12,Picture Books,10/25/2020,2
I PROMISE,LeBron James,HarperCollins,62971069,9.78006E+12,Picture Books,10/25/2020,9
I DISSENT,Debbie Levy,Simon & Schuster,1481465597,9.78148E+12,Picture Books,10/25/2020,6
ALL BECAUSE YOU MATTER,Tami Charles,Orchard,133857485X,9.78134E+12,Picture Books,10/25/2020,1
UNLIMITED SQUIRRELS: I WANT TO SLEEP UNDER THE STARS!,Mo Willems,Hyperion,1368053351,9.78137E+12,Picture Books,10/25/2020,1
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,385376715,9.78039E+12,Picture Books,10/25/2020,251
I AM ENOUGH,Grace ers.,Balzer + Bray,62667122,9.78006E+12,Picture Books,10/25/2020,24
WHAT WE'LL BUILD,Oliver Jeffers,Penguin,593206754,9.78059E+12,Picture Books,10/25/2020,1
BUNHEADS,Misty Copeland,Putnam,399547649,9.7804E+12,Picture Books,10/25/2020,2
THE WORLD NEEDS MORE PURPLE PEOPLE,Kristen Bell and Benjamin Hart.,Random House,593121961,9.78059E+12,Picture Books,10/25/2020,17
THE TRIALS OF APOLLO,Rick Riordan,Disney-Hyperion,1484746457,9.78148E+12,Series Books,10/25/2020,26
DOG MAN,Dav Pilkey,Scholastic,1338535625,9.78134E+12,Series Books,10/25/2020,163
THE TWILIGHT SAGA,Stephenie Meyer,"Little, Brown",031670704X,9.78032E+12,Series Books,10/25/2020,236
SPY SCHOOL,Stuart Gibbs,Simon & Schuster,1534443789,9.78153E+12,Series Books,10/25/2020,10
HARRY POTTER,J.K. Rowling,Scholastic,059035342X,9.78059E+12,Series Books,10/25/2020,603
THE LAST KIDS ON EARTH,Max Brallier.,Viking,1984835343,9.78198E+12,Series Books,10/25/2020,48
BABY-SITTERS CLUB GRAPHIX,Ann M. Martin; various illustrators,Scholastic,1338304542,9.78134E+12,Series Books,10/25/2020,44
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,1419739034,9.78142E+12,Series Books,10/25/2020,604
THE HUNGER GAMES,Suzanne Collins,Scholastic,1338635174,9.78134E+12,Series Books,10/25/2020,251
WHO WAS/IS . . . ?,Jim Gigliotti and others; various illustrators,Penguin Workshop,1524793531,9.78152E+12,Series Books,10/25/2020,103
STAMPED,Jason Reynolds and Ibram X. Kendi,"Little, Brown",316453692,9.78032E+12,Young Adult Hardcover,10/25/2020,29
THE HATE U GIVE,Angie Thomas,Balzer + Bray,62498533,9.78006E+12,Young Adult Hardcover,10/25/2020,189
THE LIVES OF SAINTS,Leigh Bardugo,Imprint,125076520X,9.78125E+12,Young Adult Hardcover,10/25/2020,1
ALL THIS TIME,Mikki Daughtry and Rachael Lippincott,Simon & Schuster,1534466347,9.78153E+12,Young Adult Hardcover,10/25/2020,2
A GOOD GIRL'S GUIDE TO MURDER,Holly Jackson,Delacorte,1984896369,9.78198E+12,Young Adult Hardcover,10/25/2020,18
HOCUS POCUS AND THE ALL-NEW SEQUEL,AW Jantha,Freeform,1368020038,9.78137E+12,Young Adult Hardcover,10/25/2020,23
THE LOST BOOK OF THE WHITE,Cassandra Clare and Wesley Chu,Margaret K. McElderry,1481495127,9.78148E+12,Young Adult Hardcover,10/25/2020,5
CRUSH,Tracy Wolff,Entangled: Teen,1682815781,9.78168E+12,Young Adult Hardcover,10/25/2020,2
PUNCHING THE AIR,Ibi Zoboi and Yusef Salaam,Balzer + Bray,62996487,9.78006E+12,Young Adult Hardcover,10/25/2020,5
DEAR JUSTYCE,Nic Stone,Crown,1984829661,9.78198E+12,Young Adult Hardcover,10/25/2020,2
SHADOWS IN DEATH,J.D. Robb,St. Martin's,125020724X,9.78125E+12,Combined Print and E-Book Fiction,9/27/2020,1
ANXIOUS PEOPLE,Fredrik Backman,Atria,1501160834,9.7815E+12,Combined Print and E-Book Fiction,9/27/2020,1
ONE BY ONE,Ruth Ware,Gallery/Scout,150118881X,9.7815E+12,Combined Print and E-Book Fiction,9/27/2020,1
ALL THE DEVILS ARE HERE,Louise Penny,Minotaur,1250145252,9.78125E+12,Combined Print and E-Book Fiction,9/27/2020,2
THE VANISHING HALF,Brit Bennett,Riverhead,525536299,9.78053E+12,Combined Print and E-Book Fiction,9/27/2020,15
WHERE THE CRAWDADS SING,Delia Owens,Putnam,735219095,9.78074E+12,Combined Print and E-Book Fiction,9/27/2020,105
THE DARKEST EVENING,Ann Cleeves,Minotaur,1250204526,9.78125E+12,Combined Print and E-Book Fiction,9/27/2020,1
THE HARBINGER II,Jonathan Cahn,FrontLine,1629998915,9.78163E+12,Combined Print and E-Book Fiction,9/27/2020,2
THE GUEST LIST,Lucy Foley,Morrow,62868950,9.78006E+12,Combined Print and E-Book Fiction,9/27/2020,15
SQUEEZE ME,Carl Hiaasen,Knopf,1524733458,9.78152E+12,Combined Print and E-Book Fiction,9/27/2020,3
THE LYING LIFE OF ADULTS,Elena Ferrante,Europa Editions,1609455916,9.78161E+12,Combined Print and E-Book Fiction,9/27/2020,2
THICK AS THIEVES,Sandra Brown,Grand Central,1538751941,9.78154E+12,Combined Print and E-Book Fiction,9/27/2020,3
TRANSCENDENT KINGDOM,Yaa Gyasi,Knopf,525658181,9.78053E+12,Combined Print and E-Book Fiction,9/27/2020,2
SUCH A FUN AGE,Kiley Reid,Putnam,525541926,9.78053E+12,Combined Print and E-Book Fiction,9/27/2020,10
AMERICAN DIRT,Jeanine Cummins,Flatiron,1250209765,9.78125E+12,Combined Print and E-Book Fiction,9/27/2020,34
DISLOYAL,Michael Cohen,Skyhorse,1510764690,9.78151E+12,Combined Print and E-Book Nonfiction,9/27/2020,1
KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,Holt,1627797041,9.78163E+12,Combined Print and E-Book Nonfiction,9/27/2020,1
COMPROMISED,Peter Strzok,Houghton Mifflin Harcourt,358237068,9.78036E+12,Combined Print and E-Book Nonfiction,9/27/2020,1
CASTE,Isabel Wilkerson,Random House,593230256,9.78059E+12,Combined Print and E-Book Nonfiction,9/27/2020,6
EVERYTHING BEAUTIFUL IN ITS TIME,Jenna Bush Hager,Morrow,62960628,9.78006E+12,Combined Print and E-Book Nonfiction,9/27/2020,1
LIVE FREE OR DIE,Sean Hannity,Threshold Editions,1982149973,9.78198E+12,Combined Print and E-Book Nonfiction,9/27/2020,6
MELANIA AND ME,Stephanie Winston Wolkoff,Gallery,1982151242,9.78198E+12,Combined Print and E-Book Nonfiction,9/27/2020,2
SPEAKING FOR MYSELF,Sarah Huckabee Sanders,St. Martin's,1250271339,9.78125E+12,Combined Print and E-Book Nonfiction,9/27/2020,1
UNTAMED,Glennon Doyle,Dial,1984801252,9.78198E+12,Combined Print and E-Book Nonfiction,9/27/2020,27
TOO MUCH AND NEVER ENOUGH,Mary L Trump,Simon & Schuster,1982141468,9.78198E+12,Combined Print and E-Book Nonfiction,9/27/2020,9
HOAX,Brian Stelter,One Signal/Atria,1982142448,9.78198E+12,Combined Print and E-Book Nonfiction,9/27/2020,3
HOW TO BE AN ANTIRACIST,Ibram X. Kendi,One World,525509283,9.78053E+12,Combined Print and E-Book Nonfiction,9/27/2020,20
WHITE FRAGILITY,Robin DiAngelo,Beacon Press,807047414,9.78081E+12,Combined Print and E-Book Nonfiction,9/27/2020,25
EAT A PEACH,David Chang and Gabe Ulla,Clarkson Potter,152475921X,9.78152E+12,Combined Print and E-Book Nonfiction,9/27/2020,1
DONALD TRUMP V. THE UNITED STATES,Michael S Schmidt,Random House,1984854666,9.78198E+12,Combined Print and E-Book Nonfiction,9/27/2020,2
ANXIOUS PEOPLE,Fredrik Backman,Atria,1501160834,9.7815E+12,Hardcover Fiction,9/27/2020,1
SHADOWS IN DEATH,J.D. Robb,St. Martin's,1250207231,9.78125E+12,Hardcover Fiction,9/27/2020,1
ONE BY ONE,Ruth Ware,Gallery/Scout,150118881X,9.7815E+12,Hardcover Fiction,9/27/2020,1
ALL THE DEVILS ARE HERE,Louise Penny,Minotaur,1250145236,9.78125E+12,Hardcover Fiction,9/27/2020,2
THE VANISHING HALF,Brit Bennett,Riverhead,525536299,9.78053E+12,Hardcover Fiction,9/27/2020,15
TRANSCENDENT KINGDOM,Yaa Gyasi,Knopf,525658181,9.78053E+12,Hardcover Fiction,9/27/2020,2
THE HARBINGER II,Jonathan Cahn,FrontLine,1629998915,9.78163E+12,Hardcover Fiction,9/27/2020,2
WHERE THE CRAWDADS SING,Delia Owens,Putnam,735219095,9.78074E+12,Hardcover Fiction,9/27/2020,106
THE LYING LIFE OF ADULTS,Elena Ferrante,Europa Editions,1609455916,9.78161E+12,Hardcover Fiction,9/27/2020,2
SQUEEZE ME,Carl Hiaasen,Knopf,1524733458,9.78152E+12,Hardcover Fiction,9/27/2020,3
THICK AS THIEVES,Sandra Brown,Grand Central,1538751941,9.78154E+12,Hardcover Fiction,9/27/2020,3
THE GUEST LIST,Lucy Foley,Morrow,62868934,9.78006E+12,Hardcover Fiction,9/27/2020,15
AMERICAN DIRT,Jeanine Cummins,Flatiron,1250209765,9.78125E+12,Hardcover Fiction,9/27/2020,34
THE DARKEST EVENING,Ann Cleeves,Minotaur,125020450X,9.78125E+12,Hardcover Fiction,9/27/2020,1
ROYAL,Danielle Steel,Delacorte,399179658,9.7804E+12,Hardcover Fiction,9/27/2020,4
DISLOYAL,Michael Cohen,Skyhorse,1510764690,9.78151E+12,Hardcover Nonfiction,9/27/2020,1
KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,Holt,1627797041,9.78163E+12,Hardcover Nonfiction,9/27/2020,1
EVERYTHING BEAUTIFUL IN ITS TIME,Jenna Bush Hager,Morrow,62960628,9.78006E+12,Hardcover Nonfiction,9/27/2020,1
LIVE FREE OR DIE,Sean Hannity,Threshold Editions,1982149973,9.78198E+12,Hardcover Nonfiction,9/27/2020,6
CASTE,Isabel Wilkerson,Random House,593230256,9.78059E+12,Hardcover Nonfiction,9/27/2020,6
COMPROMISED,Peter Strzok,Houghton Mifflin Harcourt,358237068,9.78036E+12,Hardcover Nonfiction,9/27/2020,1
MELANIA AND ME,Stephanie Winston Wolkoff,Gallery,1982151242,9.78198E+12,Hardcover Nonfiction,9/27/2020,2
SPEAKING FOR MYSELF,Sarah Huckabee Sanders,St. Martin's,1250271339,9.78125E+12,Hardcover Nonfiction,9/27/2020,1
UNTAMED,Glennon Doyle,Dial,1984801252,9.78198E+12,Hardcover Nonfiction,9/27/2020,27
TOO MUCH AND NEVER ENOUGH,Mary L Trump,Simon & Schuster,1982141468,9.78198E+12,Hardcover Nonfiction,9/27/2020,9
HOAX,Brian Stelter,One Signal/Atria,1982142448,9.78198E+12,Hardcover Nonfiction,9/27/2020,3
HOW TO BE AN ANTIRACIST,Ibram X. Kendi,One World,525509283,9.78053E+12,Hardcover Nonfiction,9/27/2020,28
EAT A PEACH,David Chang and Gabe Ulla,Clarkson Potter,152475921X,9.78152E+12,Hardcover Nonfiction,9/27/2020,1
DONALD TRUMP V. THE UNITED STATES,Michael S Schmidt,Random House,1984854666,9.78198E+12,Hardcover Nonfiction,9/27/2020,2
HIS TRUTH IS MARCHING ON,Jon Meacham,Random House,1984855026,9.78198E+12,Hardcover Nonfiction,9/27/2020,3
THE INSTITUTE,Stephen King,Gallery,1982110589,9.78198E+12,Trade Fiction Paperback,9/27/2020,2
THEN SHE WAS GONE,Lisa Jewell,Atria,1501154656,9.7815E+12,Trade Fiction Paperback,9/27/2020,61
I'M THINKING OF ENDING THINGS,Iain Reid,Gallery/Scout,1501126946,9.7815E+12,Trade Fiction Paperback,9/27/2020,1
CILKA'S JOURNEY,Heather Morris,St. Martin's Griffin,125026569X,9.78125E+12,Trade Fiction Paperback,9/27/2020,1
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin,735224315,9.78074E+12,Trade Fiction Paperback,9/27/2020,71
THE TESTAMENTS,Margaret Atwood,Anchor,525562621,9.78053E+12,Trade Fiction Paperback,9/27/2020,2
THE MIDWIFE MURDERS,James Patterson and Richard DiLallo,Grand Central,1538718871,9.78154E+12,Trade Fiction Paperback,9/27/2020,5
THE NIGHTINGALE,Kristin Hannah,St. Martin's Griffin,1250080401,9.78125E+12,Trade Fiction Paperback,9/27/2020,56
THE SONG OF ACHILLES,Madeline Miller,Ecco,62060627,9.78006E+12,Trade Fiction Paperback,9/27/2020,4
HOMEGOING,Yaa Gyasi,Vintage,1101971061,9.7811E+12,Trade Fiction Paperback,9/27/2020,6
"HEAVEN, MY HOME",Attica Locke,Mulholland,316363391,9.78032E+12,Trade Fiction Paperback,9/27/2020,2
ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,Scribner,1501173219,9.7815E+12,Trade Fiction Paperback,9/27/2020,81
LOVECRAFT COUNTRY,Matt Ruff,Harper Perennial,62292072,9.78006E+12,Trade Fiction Paperback,9/27/2020,4
THE NICKEL BOYS,Colson Whitehead,Anchor,345804341,9.78035E+12,Trade Fiction Paperback,9/27/2020,11
THE THREE-BODY PROBLEM,Cixin Liu,Tor,765382032,9.78077E+12,Trade Fiction Paperback,9/27/2020,1
WHITE FRAGILITY,Robin DiAngelo,Beacon,807047414,9.78081E+12,Paperback Nonfiction,9/27/2020,106
SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,Seal,1580058825,9.78158E+12,Paperback Nonfiction,9/27/2020,17
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,143127748,9.78014E+12,Paperback Nonfiction,9/27/2020,99
THE WARMTH OF OTHER SUNS,Isabel Wilkerson,Vintage,679763880,9.78068E+12,Paperback Nonfiction,9/27/2020,37
BORN A CRIME,Trevor Noah,One World,399588191,9.7804E+12,Paperback Nonfiction,9/27/2020,83
JUST MERCY,Bryan Stevenson,One World,081298496X,9.78081E+12,Paperback Nonfiction,9/27/2020,222
THE COLOR OF LAW,Richard Rothstein,Liveright,1631494538,9.78163E+12,Paperback Nonfiction,9/27/2020,20
STAMPED FROM THE BEGINNING,Ibram X Kendi,Bold Type,1568585985,9.78157E+12,Paperback Nonfiction,9/27/2020,17
THE NEW JIM CROW,Michelle Alexander,New Press,1620971933,9.78162E+12,Paperback Nonfiction,9/27/2020,203
OUR MALADY,Timothy Snyder,Crown,593238893,9.78059E+12,Paperback Nonfiction,9/27/2020,1
ON TYRANNY,Timothy Snyder,Tim Duggan,804190119,9.7808E+12,Paperback Nonfiction,9/27/2020,73
WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,Basic,465060684,9.78047E+12,Paperback Nonfiction,9/27/2020,11
A WOMAN OF NO IMPORTANCE,Sonia Purnell,Penguin,735225311,9.78074E+12,Paperback Nonfiction,9/27/2020,11
MY GRANDMOTHER'S HANDS,Resmaa Menakem,Central Recovery,1942094477,9.78194E+12,Paperback Nonfiction,9/27/2020,7
KNOW MY NAME,Chanel Miller,Penguin,735223726,9.78074E+12,Paperback Nonfiction,9/27/2020,1
THINK LIKE A MONK,Jay Shetty,Simon & Schuster,1982134488,9.78198E+12,Advice How-To and Miscellaneous,9/27/2020,1
THE GIFTS OF IMPERFECTION,Brené Brown,Random House,159285849X,9.78159E+12,Advice How-To and Miscellaneous,9/27/2020,78
"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,62976583,9.78006E+12,Advice How-To and Miscellaneous,9/27/2020,45
ATOMIC HABITS,James Clear,Avery,735211299,9.78074E+12,Advice How-To and Miscellaneous,9/27/2020,44
THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,080241270X,9.7808E+12,Advice How-To and Miscellaneous,9/27/2020,324
"MAGNOLIA TABLE, VOL. 2",Joanna Gaines,Morrow,62820184,9.78006E+12,Advice How-To and Miscellaneous,9/27/2020,23
THE HOME EDIT,Clea Shearer and Joanna Teplin,Clarkson Potter,525572643,9.78053E+12,Advice How-To and Miscellaneous,9/27/2020,2
HOW TO LEAD,David M Rubenstein,Simon & Schuster,1982132159,9.78198E+12,Advice How-To and Miscellaneous,9/27/2020,2
GET OUT OF YOUR HEAD,Jennie Allen,WaterBrook,1601429649,9.7816E+12,Advice How-To and Miscellaneous,9/27/2020,30
CAN'T HURT ME,David Goggins,Lioncrest,1544512287,9.78154E+12,Advice How-To and Miscellaneous,9/27/2020,14
I PROMISE,LeBron James,HarperCollins,62971069,9.78006E+12,Picture Books,9/27/2020,5
WILD SYMPHONY,Dan Brown,Rodale Kids,593123840,9.78059E+12,Picture Books,9/27/2020,2
THE DAY YOU BEGIN,Jacqueline Woodson.,Nancy Paulsen,399246533,9.7804E+12,Picture Books,9/27/2020,27
CREEPY PAIR OF UNDERWEAR,Aaron Reynolds.,Simon & Schuster,1442402989,9.78144E+12,Picture Books,9/27/2020,11
THE PIGEON HAS TO GO TO SCHOOL!,Mo Willems,Hyperion,1368046452,9.78137E+12,Picture Books,9/27/2020,29
I AM ENOUGH,Grace ers.,Balzer + Bray,62667122,9.78006E+12,Picture Books,9/27/2020,21
THE WORLD NEEDS MORE PURPLE PEOPLE,Kristen Bell and Benjamin Hart.,Random House,593121961,9.78059E+12,Picture Books,9/27/2020,15
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,385376715,9.78039E+12,Picture Books,9/27/2020,248
HAIR LOVE,Matthew A. Cherry.,Kokila,525553363,9.78053E+12,Picture Books,9/27/2020,19
I AM EVERY GOOD THING,Derrick Barnes,Nancy Paulsen,525518770,9.78053E+12,Picture Books,9/27/2020,2
DOG MAN,Dav Pilkey,Scholastic,1338535625,9.78134E+12,Series Books,9/27/2020,159
THE TWILIGHT SAGA,Stephenie Meyer,"Little, Brown",031670704X,9.78032E+12,Series Books,9/27/2020,232
BABY-SITTERS CLUB GRAPHIX,Ann M. Martin; various illustrators,Scholastic,1338304542,9.78134E+12,Series Books,9/27/2020,40
HARRY POTTER,J.K. Rowling,Scholastic,059035342X,9.78059E+12,Series Books,9/27/2020,599
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,1419727435,9.78142E+12,Series Books,9/27/2020,600
THE HUNGER GAMES,Suzanne Collins,Scholastic,1338635174,9.78134E+12,Series Books,9/27/2020,247
THE BAD GUYS,Aaron Blabey,Scholastic,1338329480,9.78134E+12,Series Books,9/27/2020,95
CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,1338347233,9.78134E+12,Series Books,9/27/2020,239
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,786838655,9.78079E+12,Series Books,9/27/2020,548
I SURVIVED,Lauren Tarshis,Scholastic,133831744X,9.78134E+12,Series Books,9/27/2020,59
STAMPED,Jason Reynolds and Ibram X. Kendi,"Little, Brown",316453692,9.78032E+12,Young Adult Hardcover,9/27/2020,25
THE HATE U GIVE,Angie Thomas,Balzer + Bray,62498533,9.78006E+12,Young Adult Hardcover,9/27/2020,185
PUNCHING THE AIR,Ibi Zoboi and Yusef Salaam,Balzer + Bray,62996487,9.78006E+12,Young Adult Hardcover,9/27/2020,2
ONE OF US IS LYING,Karen M. McManus,Delacorte,1524714682,9.78152E+12,Young Adult Hardcover,9/27/2020,138
AMERICAN ROYALS II: MAJESTY,Katharine McGee,Random House,198483021X,9.78198E+12,Young Adult Hardcover,9/27/2020,2
THE LOST BOOK OF THE WHITE,Cassandra Clare and Wesley Chu,Margaret K. McElderry,1481495127,9.78148E+12,Young Adult Hardcover,9/27/2020,2
BLOOD & HONEY,Shel Mahurin,HarperTeen,62878050,9.78006E+12,Young Adult Hardcover,9/27/2020,2
THE INHERITANCE GAMES,Jennifer Lynn Barnes,"Little, Brown",None,9.78076E+12,Young Adult Hardcover,9/27/2020,2
THE BLACK KIDS,Christina Hammonds Reed,Simon & Schuster,1534462724,9.78153E+12,Young Adult Hardcover,9/27/2020,1
CHAIN OF GOLD,Cassandra Clare,Margaret K. McElderry,1481431870,9.78148E+12,Young Adult Hardcover,9/27/2020,27
WHERE THE CRAWDADS SING,Delia Owens,Putnam,735219095,9.78074E+12,Combined Print and E-Book Fiction,8/30/2020,101
CHOPPY WATER,Stuart Woods,Putnam,593188314,9.78059E+12,Combined Print and E-Book Fiction,8/30/2020,1
THE MIDWIFE MURDERS,James Patterson and Richard DiLallo,Grand Central,1538703661,9.78154E+12,Combined Print and E-Book Fiction,8/30/2020,1
A PRIVATE CATHEDRAL,James Lee Burke,Simon & Schuster,None,9.78198E+12,Combined Print and E-Book Fiction,8/30/2020,1
THE VANISHING HALF,Brit Bennett,Riverhead,525536299,9.78053E+12,Combined Print and E-Book Fiction,8/30/2020,11
THE GUEST LIST,Lucy Foley,Morrow,62868950,9.78006E+12,Combined Print and E-Book Fiction,8/30/2020,11
28 SUMMERS,Elin Hilderbrand,"Little, Brown",316420042,9.78032E+12,Combined Print and E-Book Fiction,8/30/2020,9
THE ORDER,Daniel Silva,Harper,62834843,9.78006E+12,Combined Print and E-Book Fiction,8/30/2020,5
1ST CASE,James Patterson and Chris Tebbetts,"Little, Brown",316418188,9.78032E+12,Combined Print and E-Book Fiction,8/30/2020,3
THEN SHE WAS GONE,Lisa Jewell,Atria,1501154656,9.7815E+12,Combined Print and E-Book Fiction,8/30/2020,7
