,Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List,Average Google Review,Google Review Count
4080,LOVER AVENGED,JR Ward,New American Library,045122857X,9.78045E+12,Hardcover Fiction,6/7/2009,0,,
4081,THE LAST CHILD,John Hart,Minotaur,312359322,9.78031E+12,Hardcover Fiction,6/7/2009,0,,
4082,SUMMER ON BLOSSOM STREET,Debbie Macomber,Mira,778326438,9.78078E+12,Hardcover Fiction,6/7/2009,0,,
4083,THE ASSOCIATE,John Grisham,Doubleday,385517831,9.78039E+12,Hardcover Fiction,6/7/2009,0,,
4084,LOITERING WITH INTENT,Stuart Woods,Putnam,399155783,9.7804E+12,Hardcover Fiction,6/7/2009,0,,
4085,MY REMARKABLE JOURNEY,Larry King with Cal Fussman,Weinstein,1602860866,9.7816E+12,Hardcover Nonfiction,6/7/2009,1,,
4086,LOSING MUM AND PUP,Christopher Buckley,Twelve,446540943,9.78045E+12,Hardcover Nonfiction,6/7/2009,4,,
4087,UNFINISHED BUSINESS,James Van Praagh,HarperOne,61778141,9.78006E+12,Hardcover Nonfiction,6/7/2009,1,,
4088,COLUMBINE,Dave Cullen,Twelve,446546933,9.78045E+12,Hardcover Nonfiction,6/7/2009,7,,
4089,PRISONER OF THE STATE,Zhao Ziyang,Simon & Schuster,1439149380,9.78144E+12,Hardcover Nonfiction,6/7/2009,1,,
4090,PRETTY IN PLAID,Jen Lancaster,New American Library,451226801,9.78045E+12,Hardcover Nonfiction,6/7/2009,0,,
4091,STREET FIGHTERS,Kate Kelly,Portfolio,1591842735,9.78159E+12,Hardcover Nonfiction,6/7/2009,0,,
4092,ANGELS AND DEMONS,Dan Brown,Washington Square,1416580824,9.78142E+12,Trade Fiction Paperback,6/7/2009,7,,
4093,LOVE THE ONE YOU'RE WITH,Emily Giffin,St. Martin’s Griffin,312348665,9.78031E+12,Trade Fiction Paperback,6/7/2009,5,,
4094,7TH HEAVEN,James Patterson and Maxine Paetro,Grand Central,446199257,9.78045E+12,Trade Fiction Paperback,6/7/2009,7,,
4095,CHASING HARRY WINSTON,Lauren Weisberger,Downtown,743290127,9.78074E+12,Trade Fiction Paperback,6/7/2009,2,,
4096,CERTAIN GIRLS,Jennifer Weiner,Washington Square,743294262,9.78074E+12,Trade Fiction Paperback,6/7/2009,7,,
4097,PEOPLE OF THE BOOK,Geraldine Brooks,Penguin,143115006,9.78014E+12,Trade Fiction Paperback,6/7/2009,20,,
4098,THE MIDDLE PLACE,Kelly Corrigan,Voice,1401340938,9.7814E+12,Paperback Nonfiction,6/7/2009,22,,
4099,A WHOLE NEW MIND,Daniel H Pink,Riverhead,1594481717,9.78159E+12,Paperback Nonfiction,6/7/2009,29,,
4100,THE POST-AMERICAN WORLD: RELEASE 2.0,Fareed Zakaria,Norton,393334805,9.78039E+12,Paperback Nonfiction,6/7/2009,3,,
4101,GOD IS NOT GREAT,Christopher Hitchens,Twelve,446697966,9.78045E+12,Paperback Nonfiction,6/7/2009,6,,
4102,THE ZOOKEEPER’S WIFE,Diane Ackerman,Norton,039333306X,9.78039E+12,Paperback Nonfiction,6/7/2009,27,,
4103,THE AUDACITY OF HOPE,Barack Obama,"Three Rivers, $14.95;",307237702,9.78031E+12,Paperback Nonfiction,6/7/2009,74,,
4104,FRECKLEFACE STRAWBERRY AND THE DODGEBALL BULLY,Julianne Moore and LeUyen Pham,Bloomsbury,1599903164,9.7816E+12,Picture Books,6/7/2009,3,,
4105,NAKED MOLE RAT GETS DRESSED,Mo Willems,Disney-Hyperion,142311437X,9.78142E+12,Picture Books,6/7/2009,15,,
4106,VAMPIRE KISSES,Ellen Schreiber,"Katherine Tegen/HarperTeen, hardcover and paper",006177894X,9.78006E+12,Series Books,6/7/2009,2,,
4107,MAXIMUM RIDE,James Patterson,"Little, Brown, hardcover and paper",446618896,9.78045E+12,Series Books,6/7/2009,55,,
4108,THE PERFECT POISON,Amanda Quick,Putnam,399155805,9.7804E+12,Hardcover Fiction,5/10/2009,1,,
4109,LOOK AGAIN,Lisa Scottoline,St. Martin’s,312380720,9.78031E+12,Hardcover Fiction,5/10/2009,2,,
4110,DEADLOCK,Iris Johansen,St. Martin’s,312368119,9.78031E+12,Hardcover Fiction,5/10/2009,1,,
4111,LONG LOST,Harlan Coben,Dutton,525951059,9.78053E+12,Hardcover Fiction,5/10/2009,4,,
4112,TURN COAT,Jim Butcher,Roc,451462564,9.78045E+12,Hardcover Fiction,5/10/2009,3,,
4113,HANDLE WITH CARE,Jodi Picoult,Atria,743296419,9.78074E+12,Hardcover Fiction,5/10/2009,8,,
4114,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,Dial,385340990,9.78039E+12,Hardcover Fiction,5/10/2009,32,,
4115,FATALLY FLAKY,Diane Mott Davidson,William Morrow,61348139,9.78006E+12,Hardcover Fiction,5/10/2009,3,,
4116,ARTHAS,Christie Golden,Pocket Books,1416550771,9.78142E+12,Hardcover Fiction,5/10/2009,1,,
4117,A RELIABLE WIFE,Robert Goolrick,Algonquin,1565125967,9.78157E+12,Hardcover Fiction,5/10/2009,0,,
4118,BORDERLINE,Nevada Barr,Putnam,399155694,9.7804E+12,Hardcover Fiction,5/10/2009,0,,
4119,ONE SECOND AFTER,William R Forstchen,Forge,765317583,9.78077E+12,Hardcover Fiction,5/10/2009,0,,
4120,BONEMAN'S DAUGHTERS,Ted Dekker,Center Street,1599951959,9.7816E+12,Hardcover Fiction,5/10/2009,0,,
4121,A LITTLE BIT WICKED,Kristin Chenoweth with Joni Rodgers,Touchstone,1416580557,9.78142E+12,Hardcover Nonfiction,5/10/2009,2,,
4122,MIGHT AS WELL LAUGH ABOUT IT NOW,Marie Osmond with Marcia Wilkie,New American Library,451226380,9.78045E+12,Hardcover Nonfiction,5/10/2009,4,,
4123,A LION CALLED CHRISTIAN,Anthony Bourke and John Rendall,Broadway,767932307,9.78077E+12,Hardcover Nonfiction,5/10/2009,7,,
4124,THE LOST CITY OF Z,David Grann,Doubleday,385513534,9.78039E+12,Hardcover Nonfiction,5/10/2009,9,,
4125,PRICELESS MEMORIES,Bob Barker with Dig Diehl,Center Street,1599951355,9.7816E+12,Hardcover Nonfiction,5/10/2009,2,,
4126,NOT BECOMING MY MOTHER,Ruth Reichl,Penguin Press,1594202168,9.78159E+12,Hardcover Nonfiction,5/10/2009,1,,
4127,JUST WHEN I THOUGHT I'D DROPPED MY LAST EGG,Kathie Lee Gifford,Ballantine,345512065,9.78035E+12,Hardcover Nonfiction,5/10/2009,0,,
4128,"JESUS, INTERRUPTED",Bart D Ehrman,HarperOne,61173932,9.78006E+12,Hardcover Nonfiction,5/10/2009,0,,
4129,GETTING A GRIP,Monica Seles,Avery,1583333304,9.78158E+12,Hardcover Nonfiction,5/10/2009,0,,
4130,THE HORSE BOY,Rupert Isaacson,"Little, Brown",316008230,9.78032E+12,Hardcover Nonfiction,5/10/2009,0,,
4131,AMERICAN WIFE,Curtis Sittenfeld,Random House,812975405,9.78081E+12,Trade Fiction Paperback,5/10/2009,11,,
4132,THE READER,Bernhard Schlink,Vintage,307454894,9.78031E+12,Trade Fiction Paperback,5/10/2009,21,,
4133,SUNDAYS AT TIFFANY’S,James Patterson and Gabrielle Charbonnet,Grand Central,446199443,9.78045E+12,Trade Fiction Paperback,5/10/2009,16,,
4134,THE WHITE TIGER,Aravind Adiga,Free Press,1416562605,9.78142E+12,Trade Fiction Paperback,5/10/2009,28,,
4135,THE FRIDAY NIGHT KNITTING CLUB,Kate Jacobs,Berkley,425219097,9.78043E+12,Trade Fiction Paperback,5/10/2009,56,,
4136,THE SOLOIST,Steve Lopez,Berkley,042522600X,9.78043E+12,Paperback Nonfiction,5/10/2009,6,,
4137,THE FORGOTTEN MAN: GRAPHIC EDITION,"Amity Shlaes, Paul Rivoche and Chuck Dixon",Harper Perennial,60936428,9.78006E+12,Paperback Nonfiction,5/10/2009,24,,
4138,ARMAGEDDON IN RETROSPECT,Kurt Vonnegut,Berkley,425226891,9.78043E+12,Paperback Nonfiction,5/10/2009,2,,
4139,BONK,Mary Roach,Norton,393334791,9.78039E+12,Paperback Nonfiction,5/10/2009,1,,
4140,EMERGENCY,Neil Strauss,Harper,60898771,9.78006E+12,Paperback Nonfiction,5/10/2009,7,,
4141,THE VERY HUNGRY CATERPILLAR,Eric Carle,Philomel,399250395,9.7804E+12,Picture Books,5/10/2009,6,,
4142,BLUEBERRY GIRL,Neil Gaiman,HarperCollins,60838086,9.78006E+12,Picture Books,5/10/2009,5,,
4143,TEN LITTLE FINGERS AND TEN LITTLE TOES,Mem Fox,Harcourt,015206057X,9.78015E+12,Picture Books,5/10/2009,17,,
4144,CAT,written  Matthew Van Fleet and photographed  Brian Stanton,Wiseman/Simon & Schuster,1416978003,9.78142E+12,Picture Books,5/10/2009,11,,
4145,THE COMPOSER IS DEAD,Lemony Snicket,HarperCollins,61236276,9.78006E+12,Picture Books,5/10/2009,8,,
4146,WICKED LOVELY,Melissa Marr,"Bowen Press/HarperCollins hardcover, HarperTeen paper",006121471X,9.78006E+12,Series Books,5/10/2009,1,,
4147,TRUE DETECTIVES,Jonathan Kellerman,Ballantine,345495144,9.78035E+12,Hardcover Fiction,4/12/2009,1,,
4148,OUTCAST,Aaron Allston,Del Rey/Ballantine,345509064,9.78035E+12,Hardcover Fiction,4/12/2009,1,,
4149,CORSAIR,Clive Cussler and Jack Du Brul,Putnam,399155392,9.7804E+12,Hardcover Fiction,4/12/2009,3,,
4150,RUN FOR YOUR LIFE,James Patterson and Michael Ledwidge,"Little, Brown",316018740,9.78032E+12,Hardcover Fiction,4/12/2009,8,,
4151,PURSUIT,Karen Robards,Putnam,399155422,9.7804E+12,Hardcover Fiction,4/12/2009,1,,
4152,EXECUTION DOCK,Anne Perry,Ballantine,034546933X,9.78035E+12,Hardcover Fiction,4/12/2009,1,,
4153,HEART AND SOUL,Maeve Binchy,Knopf,030726579X,9.78031E+12,Hardcover Fiction,4/12/2009,6,,
4154,THE LONG FALL,Walter Mosley,Riverhead,1594488584,9.78159E+12,Hardcover Fiction,4/12/2009,1,,
4155,PROMISES IN DEATH,J D Robb,Putnam,399155481,9.7804E+12,Hardcover Fiction,4/12/2009,5,,
4156,NIGHT AND DAY,Robert B Parker,Putnam,399155414,9.7804E+12,Hardcover Fiction,4/12/2009,5,,
4157,DEAD SILENCE,Randy Wayne White,Putnam,399155406,9.7804E+12,Hardcover Fiction,4/12/2009,3,,
4158,HOTEL ON THE CORNER OF BITTER AND SWEET,Jamie Ford,Ballantine,345505336,9.78035E+12,Hardcover Fiction,4/12/2009,2,,
4159,ONE DAY AT A TIME,Danielle Steel,Delacorte,739328247,9.78074E+12,Hardcover Fiction,4/12/2009,0,,
4160,PATHS OF GLORY,Jeffrey Archer,St. Martin’s,1427206031,9.78143E+12,Hardcover Fiction,4/12/2009,0,,
4161,"WHITE WITCH, BLACK CURSE",Kim Harrison,Eos/William Morrow,61138010,9.78006E+12,Hardcover Fiction,4/12/2009,0,,
4162,HAPPENS EVERY DAY,Isabel Gillies,Scribner,1439110077,9.78144E+12,Hardcover Nonfiction,4/12/2009,1,,
4163,MY BOOKY WOOK,Russell Brand,Collins,61730416,9.78006E+12,Hardcover Nonfiction,4/12/2009,3,,
4164,HOW WE DECIDE,Jonah Lehrer,Houghton Mifflin Harcourt,618620117,9.78062E+12,Hardcover Nonfiction,4/12/2009,3,,
4165,INSIDE THE REVOLUTION,Joel C Rosenberg,Tyndale,1414319312,9.78141E+12,Hardcover Nonfiction,4/12/2009,3,,
4166,JOKER ONE,Donovan Campbell,Random House,1400067731,9.7814E+12,Hardcover Nonfiction,4/12/2009,2,,
4167,IT SUCKED AND THEN I CRIED,Heather Armstrong,Simon Spotlight Entertainment,1416936017,9.78142E+12,Hardcover Nonfiction,4/12/2009,1,,
4168,NO ANGEL,Jay Dons and Nils Johnson-Shelton,Crown,307405850,9.78031E+12,Hardcover Nonfiction,4/12/2009,0,,
4169,OUT OF CAPTIVITY,"Marc Gonsalves, Keith Stansell, Tom Howes and Gary Brozek",William Morrow,61769525,9.78006E+12,Hardcover Nonfiction,4/12/2009,0,,
4170,"HOT, FLAT, AND CROWDED",Thomas L Friedman,"Farrar, Straus & Giroux",374166854,9.78037E+12,Hardcover Nonfiction,4/12/2009,0,,
4171,WHEN MARCH WENT MAD,Seth Davis,Times,805088105,9.78081E+12,Hardcover Nonfiction,4/12/2009,0,,
4172,A THOUSAND SPLENDID SUNS,Khaled Hosseini,Riverhead,1594489505,9.78159E+12,Trade Fiction Paperback,4/12/2009,18,,
4173,THE BRIEF WONDROUS LIFE OF OSCAR WAO,Junot Díaz,Riverhead,1594489580,9.78159E+12,Trade Fiction Paperback,4/12/2009,30,,
4174,STILL ALICE,Lisa Genova,Pocket,1439102813,9.78144E+12,Trade Fiction Paperback,4/12/2009,12,,
4175,REVOLUTIONARY ROAD,Richard Yates,Vintage,375708448,9.78038E+12,Trade Fiction Paperback,4/12/2009,17,,
4176,LUSH LIFE,Richard Price,Picador,374299250,9.78037E+12,Trade Fiction Paperback,4/12/2009,4,,
4177,TAKE ONE,Karen Kingsbury,Zondervan,310318432,9.78031E+12,Trade Fiction Paperback,4/12/2009,3,,
4178,THE NO. 1 LADIES' DETECTIVE AGENCY,Alexander McCall Smith,Anchor,307456633,9.78031E+12,Trade Fiction Paperback,4/12/2009,1,,
4179,TEAM OF RIVALS,Doris Kearns Goodwin,Simon & Schuster,743270754,9.78074E+12,Paperback Nonfiction,4/12/2009,35,,
4180,MARLEY AND ME,John Grogan,Harper,61238228,9.78006E+12,Paperback Nonfiction,4/12/2009,55,,
4181,THE GOD DELUSION,Richard Dawkins,Mariner,618918248,9.78062E+12,Paperback Nonfiction,4/12/2009,29,,
4182,"CHANGE YOUR BRAIN, CHANGE YOUR LIFE",Daniel G Amen,Three Rivers,812929985,9.78081E+12,Paperback Nonfiction,4/12/2009,19,,
4183,THE HOUSE IN THE NIGHT,Susan Marie Swanson,Houghton Mifflin,618862447,9.78062E+12,Picture Books,4/12/2009,8,,
4184,FABLEHAVEN,Brandon Mull,"Shadow Mountain/Aladdin, hardcover and paperback",1590388984,9.78159E+12,Series Books,4/12/2009,5,,
4185,TERMINAL FREEZE,Lincoln Child,Doubleday,385515510,9.78039E+12,Hardcover Fiction,3/15/2009,1,,
4186,FOOL,Christopher Moore,Morrow,60590319,9.78006E+12,Hardcover Fiction,3/15/2009,3,,
4187,CREAM PUFF MURDER,Joanne Fluke,Kensington,758210221,9.78076E+12,Hardcover Fiction,3/15/2009,1,,
4188,THE STORY OF EDGAR SAWTELLE,David Wroblewski,Ecco,61374229,9.78006E+12,Hardcover Fiction,3/15/2009,38,,
4189,TEMPTATION AND SURRENDER,Stephanie Laurens,William Morrow,006124340X,9.78006E+12,Hardcover Fiction,3/15/2009,1,,
4190,BONE CROSSED,Patricia Briggs,Ace,441016766,9.78044E+12,Hardcover Fiction,3/15/2009,4,,
4191,TRUE COLORS,Kristin Hannah,St. Martin’s,312364105,9.78031E+12,Hardcover Fiction,3/15/2009,0,,
4192,DOG ON IT,Spencer Quinn,Atria,1416585834,9.78142E+12,Hardcover Fiction,3/15/2009,0,,
4193,THE WOMEN,T C Boyle,Viking,670020419,9.78067E+12,Hardcover Fiction,3/15/2009,0,,
4194,WHILE MY SISTER SLEEPS,Barbara Delinsky,Doubleday,385524927,9.78039E+12,Hardcover Fiction,3/15/2009,0,,
4195,VERY VALENTINE,Adriana Trigiani,Harper,61257052,9.78006E+12,Hardcover Fiction,3/15/2009,0,,
4196,MULTIPLE BLESSINGS,"Jon Gosselin, Kate Gosselin and Beth Carson",Zondervan,310289025,9.78031E+12,Hardcover Nonfiction,3/15/2009,19,,
4197,THE LAST LION,"The Boston Globe,",Simon & Schuster,1439138176,9.78144E+12,Hardcover Nonfiction,3/15/2009,1,,
4198,OBAMA,with an introduction  Bill Keller and biographical text  Jill Abramson,Callaway,1594488932,9.78159E+12,Hardcover Nonfiction,3/15/2009,2,,
4199,THE INAUGURAL ADDRESS 2009,Barack Obama,Penguin,143116428,9.78014E+12,Hardcover Nonfiction,3/15/2009,4,,
4200,THE GAMBLE,Thomas E Ricks,Penguin Press,1594201978,9.78159E+12,Hardcover Nonfiction,3/15/2009,3,,
4201,THE NEXT 100 YEARS,George Friedman,Doubleday,038551705X,9.78039E+12,Hardcover Nonfiction,3/15/2009,4,,
4202,A SLOBBERING LOVE AFFAIR,Bernard Goldberg,Regnery,1596980907,9.7816E+12,Hardcover Nonfiction,3/15/2009,5,,
4203,MELTDOWN,Thomas E Woods Jr,Regnery,1596985879,9.7816E+12,Hardcover Nonfiction,3/15/2009,3,,
4204,WHY WE SUCK,Denis Leary,Viking,670031607,9.78067E+12,Hardcover Nonfiction,3/15/2009,15,,
4205,GUILTY,Ann Coulter,Crown Forum,030735346X,9.78031E+12,Hardcover Nonfiction,3/15/2009,0,,
4206,THE RETURN OF DEPRESSION ECONOMICS AND THE CRISIS OF 2008,Paul Krugman,Norton,393071014,9.78039E+12,Hardcover Nonfiction,3/15/2009,0,,
4207,SLUMDOG MILLIONAIRE,Vikas Swarup,Scribner,1439136653,9.78144E+12,Trade Fiction Paperback,3/15/2009,3,,
4208,THE APPEAL,John Grisham,Delta,385342926,9.78039E+12,Trade Fiction Paperback,3/15/2009,15,,
4209,LOVING FRANK,Nancy Horan,Ballantine,345494997,9.78035E+12,Trade Fiction Paperback,3/15/2009,43,,
4210,THE SECRET LIFE OF BEES,Sue Monk Kidd,Penguin,142001740,9.78014E+12,Trade Fiction Paperback,3/15/2009,29,,
4211,OUT STEALING HORSES,Per Petterson,Picador,1555974708,9.78156E+12,Trade Fiction Paperback,3/15/2009,25,,
4212,INFIDEL,Ayaan Hirsi Ali,Free Press,743289692,9.78074E+12,Paperback Nonfiction,3/15/2009,16,,
4213,"ANIMAL, VEGETABLE, MIRACLE",Barbara Kingsolver and Camille Kingsolver,Harper Perennial,60852569,9.78006E+12,Paperback Nonfiction,3/15/2009,38,,
4214,WABI SABI,Mark Reibstein,"Little, Brown Young Readers",316118257,9.78032E+12,Picture Books,3/15/2009,11,,
4215,"BARACK OBAMA: SON OF PROMISE, CHILD OF HOPE",Nikki Grimes,Simon & Schuster,1416971440,9.78142E+12,Picture Books,3/15/2009,20,,
4216,BIG WORDS FOR LITTLE PEOPLE,Jamie Lee Curtis,Joanna Cotler/HarperCollins,61127590,9.78006E+12,Picture Books,3/15/2009,23,,
4217,HIP HOP SPEAKS TO CHILDREN,edited  Nikki Giovanni Various illustrators,Jabberwocky/Source­books,1402210485,9.7814E+12,Picture Books,3/15/2009,5,,
4218,INKHEART,Cornelia Funke,"Scholastic, hardcover and paper",439866286,9.78044E+12,Series Books,3/15/2009,23,,
4219,PLUM SPOOKY,Janet Evanovich,St. Martin’s,142720599X,9.78143E+12,Hardcover Fiction,2/15/2009,4,,
4220,WHAT I DID FOR LOVE,Susan Elizabeth Phillips,Morrow,61351504,9.78006E+12,Hardcover Fiction,2/15/2009,1,,
4221,DARK OF NIGHT,Suzanne Brockmann,Ballantine,345501551,9.78035E+12,Hardcover Fiction,2/15/2009,1,,
4222,AGINCOURT,Bernard Cornwell,Harper,61578916,9.78006E+12,Hardcover Fiction,2/15/2009,2,,
4223,BLACK OPS,W E B Griffin,Putnam,399155171,9.7804E+12,Hardcover Fiction,2/15/2009,5,,
4224,A DARKER PLACE,Jack Higgins,Putnam,399155503,9.7804E+12,Hardcover Fiction,2/15/2009,1,,
4225,BASKETBALL JONES,E Lynn Harris,Doubleday,767926277,9.78077E+12,Hardcover Fiction,2/15/2009,1,,
4226,SCARPETTA,Patricia Cornwell,Putnam,399155163,9.7804E+12,Hardcover Fiction,2/15/2009,9,,
4227,CROSS COUNTRY,James Patterson,"Little, Brown",316018724,9.78032E+12,Hardcover Fiction,2/15/2009,11,,
4228,MOUNTING FEARS,Stuart Woods,Putnam,399155473,9.7804E+12,Hardcover Fiction,2/15/2009,3,,
4229,THE HOUR I FIRST BELIEVED,Wally Lamb,Harper,60393491,9.78006E+12,Hardcover Fiction,2/15/2009,12,,
4230,FROM DEAD TO WORSE,Charlaine Harris,ACE,441015891,9.78044E+12,Hardcover Fiction,2/15/2009,6,,
4231,ECLIPSE,Richard North Patterson,Holt,805087729,9.78081E+12,Hardcover Fiction,2/15/2009,0,,
4232,MEN OF THE OTHERWORLD,Kelley Armstrong,Bantam,553807099,9.78055E+12,Hardcover Fiction,2/15/2009,0,,
4233,NUCLEAR JELLYFISH,Tim Dorsey,William Morrow,61432660,9.78006E+12,Hardcover Fiction,2/15/2009,0,,
4234,WE CAN HAVE PEACE IN THE HOLY LAND,Jimmy Carter,Simon & Schuster,1439140634,9.78144E+12,Hardcover Nonfiction,2/15/2009,1,,
4235,THE BIG RICH,Bryan Burrough,Penguin Press,1594201994,9.78159E+12,Hardcover Nonfiction,2/15/2009,1,,
4236,ANIMALS MAKE US HUMAN,Temple Grandin and Catherine Johnson,Houghton Mifflin Harcourt,151014892,9.78015E+12,Hardcover Nonfiction,2/15/2009,4,,
4237,THE BREAKTHROUGH,Gwen Ifill,Doubleday,038552501X,9.78039E+12,Hardcover Nonfiction,2/15/2009,2,,
4238,TOO FAT TO FISH,Artie Lange with Anthony Bozza,Spiegel & Grau,385526563,9.78039E+12,Hardcover Nonfiction,2/15/2009,12,,
4239,THE AMERICAN JOURNEY OF BARACK OBAMA,the editors of Life magazine,"Little, Brown",316045608,9.78032E+12,Hardcover Nonfiction,2/15/2009,12,,
4240,THE ASCENT OF MONEY,Niall Ferguson,Penguin Press,1594201927,9.78159E+12,Hardcover Nonfiction,2/15/2009,0,,
4241,THE INHERITANCE,David E Sanger,Harmony,307407926,9.78031E+12,Hardcover Nonfiction,2/15/2009,0,,
4242,CONFESSIONS OF A SHOPAHOLIC,Sophie Kinsella,Dial,440241413,9.78044E+12,Trade Fiction Paperback,2/15/2009,5,,
4243,WORLD WITHOUT END,Ken Follett,New American Library,045122499X,9.78045E+12,Trade Fiction Paperback,2/15/2009,17,,
4244,THE SENATOR’S WIFE,Sue Miller,Vintage,307276694,9.78031E+12,Trade Fiction Paperback,2/15/2009,2,,
4245,CHANGE WE CAN BELIEVE IN,with a foreword  Barack Obama,Three Rivers,307460452,9.78031E+12,Paperback Nonfiction,2/15/2009,12,,
4246,DEFIANCE,Nechama Tec,Oxford University,195376854,9.7802E+12,Paperback Nonfiction,2/15/2009,1,,
4247,CHANGE HAS COME,with words  Barack Obama,Simon & Schuster,1416989552,9.78142E+12,Picture Books,2/15/2009,3,,
4248,ABC3D,Marion Bataille,Neal Porter/Roaring Brook,1596434252,9.7816E+12,Picture Books,2/15/2009,14,,
4249,THE LUXE,Anna Godbersen,HarperCollins.,61345725,9.78006E+12,Series Books,2/15/2009,1,,
4250,INHERITANCE,Christopher Paolini,"Knopf, hardcover and paper",440240735,9.78044E+12,Series Books,2/15/2009,20,,
4251,FIRE AND ICE,Julie Garwood,Ballantine,034550075X,9.78035E+12,Hardcover Fiction,1/18/2009,1,,
4252,RUNNING HOT,Jayne Ann Krentz,Putnam,039915521X,9.7804E+12,Hardcover Fiction,1/18/2009,1,,
4253,THE LUCKY ONE,Nicholas Sparks,Grand Central,446579939,9.78045E+12,Hardcover Fiction,1/18/2009,14,,
4254,ARCTIC DRIFT,Clive Cussler and Dirk Cussler,Putnam,399155295,9.7804E+12,Hardcover Fiction,1/18/2009,6,,
4255,JUST AFTER SUNSET,Stephen King,Scribner,1439115303,9.78144E+12,Hardcover Fiction,1/18/2009,8,,
4256,DIVINE JUSTICE,David Baldacci,Grand Central,446195502,9.78045E+12,Hardcover Fiction,1/18/2009,9,,
4257,A MERCY,Toni Morrison,Knopf,307264238,9.78031E+12,Hardcover Fiction,1/18/2009,8,,
4258,THE CHARLEMAGNE PURSUIT,Steve Berry,Ballantine,345485793,9.78035E+12,Hardcover Fiction,1/18/2009,4,,
4259,THE GATE HOUSE,Nelson DeMille,Grand Central,446533424,9.78045E+12,Hardcover Fiction,1/18/2009,0,,
4260,A LION AMONG MEN,Gregory Maguire,Morrow,60548924,9.78006E+12,Hardcover Fiction,1/18/2009,0,,
4261,YOUR HEART BELONGS TO ME,Dean Koontz,Bantam,553807137,9.78055E+12,Hardcover Fiction,1/18/2009,0,,
4262,WISHFUL DRINKING,Carrie Fisher,Simon & Schuster,1439102252,9.78144E+12,Hardcover Nonfiction,1/18/2009,4,,
4263,THE SNOWBALL,Alice Schroeder,Bantam,553805096,9.78055E+12,Hardcover Nonfiction,1/18/2009,14,,
4264,DO THE RIGHT THING,Mike Huckabee,Sentinel,1595230548,9.7816E+12,Hardcover Nonfiction,1/18/2009,7,,
4265,LETTER TO MY DAUGHTER,Maya Angelou,Random House,1400066123,9.7814E+12,Hardcover Nonfiction,1/18/2009,11,,
4266,WHEN YOU ARE ENGULFED IN FLAMES,David Sedaris,"Little, Brown",316143472,9.78032E+12,Hardcover Nonfiction,1/18/2009,0,,
4267,MY STROKE OF INSIGHT,Jill Bolte Taylor,Viking,670020745,9.78067E+12,Hardcover Nonfiction,1/18/2009,0,,
4268,PANIC!,Michael Lewis,Norton,393065146,9.78039E+12,Hardcover Nonfiction,1/18/2009,0,,
4269,NO LIMITS,Michael Phelps with Alan Abrahamson,Free Press,1439130728,9.78144E+12,Hardcover Nonfiction,1/18/2009,0,,
4270,CHANGE OF HEART,Jodi Picoult,Washington Square,743496752,9.78074E+12,Trade Fiction Paperback,1/18/2009,5,,
4271,Halo: THE COLE PROTOCOL,Tobias S Buckell,Doherty,076531570X,9.78077E+12,Trade Fiction Paperback,1/18/2009,6,,
4272,REMEMBER ME?,Sophie Kinsella,Dial,385338732,9.78039E+12,Trade Fiction Paperback,1/18/2009,9,,
4273,THE CHOICE,Nicholas Sparks,Grand Central,446698334,9.78045E+12,Trade Fiction Paperback,1/18/2009,18,,
4274,THE MEMORY KEEPER’S DAUGHTER,Kim Edwards,Penguin,143037145,9.78014E+12,Trade Fiction Paperback,1/18/2009,54,,
4275,MUSICOPHILIA,Oliver Sacks,Vintage,1400040817,9.7814E+12,Paperback Nonfiction,1/18/2009,14,,
4276,THE BIBLE,Karen Armstrong,Grove,802143849,9.7808E+12,Paperback Nonfiction,1/18/2009,1,,
4277,THE SHOCK DOCTRINE,Naomi Klein,Picador,805079831,9.78081E+12,Paperback Nonfiction,1/18/2009,13,,
4278,A VERY MARLEY CHRISTMAS,John Grogan,HarperCollins,61372927,9.78006E+12,Picture Books,1/18/2009,7,,
4279,BEE AND ME,Elle J McGuinness,"Accord/Andrews McMeel,",740777343,9.78074E+12,Picture Books,1/18/2009,1,,
4280,"BRAVA, STREGA NONA!",Tomie dePaola,Putnam,399244530,9.7804E+12,Picture Books,1/18/2009,7,,
4281,THE NIGHTINGALE,Kristin Hannah,St. Martin's,1466850604,9.78147E+12,Combined Print and E-Book Fiction,12/20/2015,32,,
4282,TOM CLANCY: COMMANDER IN CHIEF,Mark Greaney,Putnam,698410610,9.7807E+12,Combined Print and E-Book Fiction,12/20/2015,1,,
4283,CROSS JUSTICE,James Patterson,"Little, Brown",316407046,9.78032E+12,Combined Print and E-Book Fiction,12/20/2015,2,,
